User 5411: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 10]
User 3687: [3882, 3842, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3833]
User 1852: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 3997: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 168: [3842, 3843, 3844, 3845, 3847, 3848, 3849, 3850, 3832, 3833]
User 3177: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5839: [3882, 1, 2, 4, 5, 7, 8, 9, 11, 12]
User 2461: [3882, 1, 2, 3, 4, 3843, 3844, 3845, 3846, 3847]
User 5990: [3882, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 2785: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3000: [3882, 1, 2, 3, 4, 6, 7, 8, 10, 11]
User 1601: [3882, 0, 1, 2, 3, 4, 3843, 3844, 3845, 3846]
User 1140: [3882, 2, 3, 5, 7, 8, 9, 10, 11, 12]
User 5355: [3882, 0, 1, 2, 3, 4, 3843, 3844, 3845, 3846]
User 1680: [3882, 3841, 3842, 3843, 3844, 3845, 3846, 3847, 3848, 3831]
User 3567: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5527: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 3843]
User 4689: [3882, 0, 1, 2, 3, 4, 5, 3843, 3844, 3845]
User 3218: [3882, 1, 2, 3, 4, 5, 7, 8, 9, 10]
User 959: [3882, 0, 1, 2, 3, 3843, 3844, 3845, 3846, 3847]
User 1438: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 622: [3882, 1, 2, 3, 4, 6, 7, 8, 9, 10]
User 628: [3880, 2, 3, 4, 5, 6, 8, 9, 10, 11]
User 450: [3882, 0, 3842, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 2954: [3882, 1, 2, 3, 4, 6, 7, 8, 9, 10]
User 998: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 5334: [3882, 0, 1, 2, 3, 3843, 3844, 3845, 3846, 3847]
User 799: [3882, 0, 1, 2, 3, 5, 6, 7, 8, 9]
User 2005: [3882, 0, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848]
User 5076: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5635: [3882, 1, 2, 3, 4, 5, 3838, 3839, 3840, 3842]
User 4889: [3882, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 3379: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 2350: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5997: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2823: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 3843]
User 2224: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 10]
User 3557: [3882, 1, 2, 3, 4, 6, 7, 11, 12, 13]
User 773: [3881, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 2803: [3882, 0, 3842, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 4927: [3882, 1, 2, 6, 7, 8, 9, 10, 11, 12]
User 118: [3882, 1, 2, 3, 4, 5, 6, 8, 9, 3843]
User 934: [3881, 1, 3, 4, 6, 7, 8, 9, 10, 11]
User 261: [3882, 0, 2, 3, 4, 5, 6, 7, 8, 9]
User 4237: [3882, 3, 4, 6, 7, 10, 12, 13, 14, 16]
User 982: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 3017: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 11]
User 1792: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 2220: [3881, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 3265: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2721: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3905: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 3435: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3831: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 3623: [3882, 2, 3, 4, 6, 7, 8, 9, 10, 11]
User 1682: [3882, 0, 1, 3, 4, 5, 6, 7, 8, 9]
User 3679: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1968: [3882, 1, 5, 6, 8, 9, 11, 12, 13, 14]
User 4819: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 756: [3882, 2, 3, 5, 6, 7, 8, 11, 12, 13]
User 5796: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 1698: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4021: [3882, 2, 3, 4, 3843, 3844, 3845, 3846, 3847, 3848]
User 3488: [3882, 0, 1, 2, 3, 3843, 3844, 3845, 3846, 3847]
User 4269: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2583: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3833: [3882, 2, 3, 3842, 3843, 3844, 3845, 3846, 3847, 3848]
User 4806: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 2625: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4507: [3882, 0, 2, 3, 4, 5, 6, 7, 8, 10]
User 4290: [3882, 0, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848]
User 883: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3410: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 6015: [3882, 1, 3, 4, 5, 7, 8, 11, 12, 14]
User 2016: [3882, 0, 1, 2, 3, 4, 5, 3843, 3844, 3845]
User 1907: [3882, 1, 2, 3, 4, 7, 8, 9, 11, 12]
User 5052: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 5447: [3882, 0, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 5975: [3882, 0, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848]
User 3713: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4474: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 659: [3882, 1, 2, 3, 5, 6, 7, 8, 3841, 3842]
User 2286: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2337: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4566: [3882, 0, 2, 3, 4, 5, 6, 8, 9, 10]
User 5810: [3882, 0, 1, 2, 3, 4, 5, 7, 8, 9]
User 3157: [3882, 1, 2, 3, 4, 5, 3843, 3844, 3845, 3846]
User 1070: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5973: [3882, 0, 1, 2, 4, 6, 7, 8, 9, 11]
User 687: [3882, 0, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848]
User 5492: [3882, 3, 4, 6, 7, 8, 9, 11, 12, 14]
User 1700: [3881, 0, 1, 2, 3, 4, 6, 7, 8, 3838]
User 508: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 775: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 4681: [3881, 1, 2, 3, 4, 6, 7, 8, 10, 11]
User 637: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2861: [3882, 1, 2, 3, 4, 3843, 3844, 3845, 3846, 3847]
User 4198: [3882, 0, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 2492: [3882, 0, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 5686: [3882, 0, 1, 2, 3, 4, 5, 3843, 3844, 3845]
User 2605: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4545: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 1299: [3882, 0, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 3781: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5147: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 283: [3882, 2, 3, 4, 5, 6, 7, 8, 3841, 3842]
User 2464: [3881, 0, 1, 2, 3842, 3843, 3844, 3845, 3846, 3847]
User 4745: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 1662: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 5971: [3882, 1, 2, 3, 4, 5, 7, 8, 9, 10]
User 4735: [3882, 2, 3, 4, 3843, 3844, 3845, 3846, 3847, 3848]
User 4185: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 3964: [3882, 0, 1, 2, 3, 4, 6, 7, 3843, 3844]
User 4019: [3882, 0, 2, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 1145: [3882, 0, 1, 2, 3840, 3841, 3842, 3843, 3844, 3845]
User 4634: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 11]
User 2644: [3882, 1, 2, 3, 4, 5, 7, 8, 11, 12]
User 4626: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4520: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1933: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 304: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2020: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3561: [3881, 0, 1, 4, 5, 6, 7, 8, 9, 11]
User 3849: [3882, 1, 2, 3, 4, 5, 6, 3843, 3844, 3845]
User 182: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3778: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5494: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3639: [3882, 0, 1, 2, 3, 4, 5, 3843, 3844, 3845]
User 4728: [3882, 0, 1, 3, 4, 5, 6, 7, 8, 9]
User 1263: [3882, 1, 3, 4, 6, 7, 8, 3841, 3842, 3843]
User 2904: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 51: [3881, 0, 1, 2, 3, 4, 6, 7, 8, 3840]
User 4180: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3921: [3882, 0, 2, 3, 4, 6, 7, 3843, 3844, 3845]
User 2797: [3882, 0, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 5734: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 720: [3882, 2, 3, 7, 8, 10, 11, 12, 13, 17]
User 2690: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2118: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 644: [3882, 1, 3842, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 752: [3882, 2, 3, 4, 5, 6, 7, 8, 9, 10]
User 300: [3882, 3, 6, 7, 8, 9, 11, 12, 13, 14]
User 1859: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 2204: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2917: [3881, 0, 2, 3, 4, 5, 6, 7, 8, 9]
User 4025: [3882, 0, 1, 2, 3, 4, 5, 7, 8, 10]
User 3634: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 1053: [3882, 1, 2, 3842, 3843, 3844, 3845, 3846, 3847, 3848]
User 4098: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 920: [3882, 0, 1, 3, 4, 3843, 3844, 3845, 3846, 3847]
User 4538: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 918: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1445: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 862: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 4385: [3882, 2, 3, 3841, 3842, 3843, 3844, 3845, 3846, 3847]
User 129: [3882, 0, 1, 3839, 3840, 3841, 3842, 3843, 3844, 3845]
User 2193: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5228: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5053: [3882, 0, 2, 3, 4, 5, 7, 8, 11, 12]
User 58: [3882, 0, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848]
User 3433: [3882, 0, 2, 3, 4, 5, 6, 7, 8, 9]
User 2015: [3882, 1, 2, 4, 5, 6, 7, 8, 9, 11]
User 2938: [3882, 0, 2, 3, 4, 5, 6, 3843, 3844, 3845]
User 4727: [3882, 0, 1, 2, 3, 4, 7, 8, 9, 3839]
User 3461: [3882, 3, 4, 5, 6, 7, 8, 9, 10, 11]
User 1104: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 4808: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3311: [3882, 0, 1, 3, 4, 6, 7, 8, 9, 11]
User 4880: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5229: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 16: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1962: [3882, 0, 1, 2, 3, 4, 5, 6, 3843, 3844]
User 603: [3882, 0, 1, 2, 3, 4, 3841, 3842, 3843, 3844]
User 1634: [3882, 2, 3, 4, 6, 7, 9, 11, 3841, 3842]
User 5676: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4260: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 10]
User 5471: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3779: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 4114: [3882, 2, 3, 4, 5, 6, 7, 8, 11, 12]
User 1934: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1300: [3882, 1, 2, 3, 4, 3840, 3842, 3843, 3844, 3845]
User 5427: [3882, 1, 2, 4, 6, 7, 8, 10, 11, 12]
User 332: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 2467: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 5883: [3882, 0, 1, 2, 3, 3843, 3844, 3845, 3846, 3847]
User 3973: [3882, 1, 2, 3, 4, 5, 6, 8, 9, 10]
User 3012: [3882, 2, 3, 4, 5, 7, 8, 9, 10, 11]
User 1182: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 3941: [3881, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 1499: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4211: [3882, 0, 1, 2, 3, 4, 6, 7, 3843, 3844]
User 2566: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3833]
User 2528: [3882, 3, 5, 7, 8, 12, 13, 14, 15, 16]
User 4730: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4256: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2030: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4785: [3882, 0, 2, 4, 5, 7, 8, 9, 11, 12]
User 1067: [3882, 1, 2, 7, 8, 9, 11, 12, 3842, 3843]
User 1198: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 5823: [3882, 1, 2, 3, 4, 6, 7, 8, 10, 12]
User 5025: [3882, 1, 3, 7, 9, 11, 12, 13, 14, 16]
User 3120: [3882, 0, 2, 3, 4, 6, 7, 8, 10, 12]
User 4427: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2185: [3882, 0, 1, 2, 3, 4, 6, 7, 10, 11]
User 2454: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5677: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 885: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1259: [3882, 1, 2, 3, 4, 6, 7, 8, 9, 11]
User 2804: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 5891: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2594: [3882, 2, 3, 4, 5, 6, 7, 8, 11, 12]
User 3850: [3882, 0, 1, 2, 3, 4, 5, 6, 3843, 3844]
User 1961: [3881, 1, 5, 6, 7, 8, 9, 10, 11, 12]
User 4717: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5389: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 701: [3882, 1, 2, 3, 4, 5, 3842, 3843, 3844, 3845]
User 2394: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 3533: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3293: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 27: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3335: [3882, 1, 2, 3, 4, 7, 8, 11, 12, 13]
User 5776: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 4479: [3882, 1, 2, 3, 4, 6, 7, 8, 9, 11]
User 5029: [3882, 0, 2, 3, 4, 5, 6, 7, 8, 9]
User 1683: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 1108: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3836: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 3843]
User 665: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3058: [3882, 0, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848]
User 1087: [3882, 1, 3, 5, 6, 7, 8, 11, 13, 14]
User 1532: [3882, 0, 1, 2, 3842, 3843, 3844, 3845, 3846, 3847]
User 1049: [3882, 0, 2, 3, 6, 7, 8, 9, 11, 12]
User 3536: [3882, 0, 1, 2, 3, 4, 5, 6, 3843, 3844]
User 1973: [3882, 1, 2, 3, 3838, 3839, 3840, 3842, 3843, 3844]
User 1502: [3882, 0, 1, 3, 4, 6, 7, 8, 9, 10]
User 5469: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 542: [3882, 1, 3840, 3841, 3842, 3843, 3844, 3845, 3846, 3849]
User 4999: [3882, 0, 1, 2, 3, 4, 5, 7, 8, 10]
User 2377: [3882, 1, 3, 5, 6, 7, 8, 9, 10, 11]
User 1541: [3882, 0, 2, 3, 4, 5, 6, 7, 8, 9]
User 1979: [3881, 2, 5, 7, 8, 9, 11, 12, 13, 14]
User 5160: [3882, 0, 2, 3, 4, 6, 7, 8, 10, 11]
User 594: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 748: [3882, 3839, 3840, 3841, 3842, 3843, 3844, 3845, 3847, 3829]
User 4328: [3882, 1, 2, 3, 4, 5, 6, 7, 3843, 3844]
User 1133: [3882, 0, 1, 2, 3, 4, 5, 6, 3843, 3844]
User 4186: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 242: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 3708: [3882, 1, 4, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 5941: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 4054: [3882, 0, 1, 2, 3, 6, 7, 8, 9, 10]
User 1357: [3882, 3842, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3833]
User 691: [3881, 2, 3, 3840, 3842, 3843, 3844, 3845, 3846, 3847]
User 876: [3882, 2, 3, 4, 7, 8, 10, 11, 12, 13]
User 2783: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1779: [3882, 3, 4, 6, 7, 8, 9, 11, 12, 13]
User 586: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1052: [3882, 0, 1, 2, 3, 3843, 3844, 3845, 3846, 3847]
User 2766: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 33: [3882, 1, 2, 3, 4, 5, 7, 8, 3843, 3844]
User 3339: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4896: [3882, 1, 2, 3, 3843, 3844, 3845, 3846, 3847, 3848]
User 4278: [3882, 0, 2, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 5706: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 2226: [3882, 0, 1, 2, 3, 3843, 3844, 3845, 3846, 3847]
User 546: [3882, 0, 1, 2, 3, 3843, 3844, 3845, 3846, 3847]
User 333: [3882, 0, 1, 3, 4, 5, 6, 7, 8, 9]
User 4033: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3901: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1591: [3882, 2, 3, 4, 5, 6, 7, 8, 10, 11]
User 3061: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1766: [3881, 1, 3, 4, 6, 7, 8, 9, 10, 11]
User 3663: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 1328: [3881, 0, 1, 2, 3, 6, 7, 8, 10, 12]
User 5317: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5396: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 10]
User 1549: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5666: [3882, 0, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848]
User 5110: [3882, 0, 1, 2, 4, 5, 7, 8, 9, 11]
User 350: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 4931: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 4100: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 5606: [3882, 0, 1, 2, 3, 4, 5, 7, 8, 9]
User 5988: [3882, 2, 3, 4, 5, 6, 7, 8, 3843, 3844]
User 4618: [3882, 0, 1, 3, 4, 5, 7, 8, 9, 10]
User 445: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1763: [3882, 2, 3, 4, 6, 7, 10, 11, 12, 13]
User 1595: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1033: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 3841]
User 3186: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3696: [3882, 0, 2, 3, 4, 5, 6, 7, 8, 9]
User 4373: [3882, 0, 2, 3, 3843, 3844, 3845, 3846, 3847, 3848]
User 3693: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3259: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 1640: [3882, 0, 2, 3, 4, 5, 6, 7, 8, 9]
User 3071: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 3609: [3882, 0, 2, 3, 6, 7, 8, 11, 12, 13]
User 5577: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 5682: [3882, 0, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 4092: [3882, 1, 2, 3, 4, 5, 6, 7, 3843, 3844]
User 2619: [3882, 0, 1, 2, 3, 4, 3842, 3843, 3844, 3845]
User 2862: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 933: [3882, 1, 2, 3, 5, 6, 7, 8, 9, 11]
User 3655: [3882, 0, 1, 2, 3, 4, 5, 3843, 3844, 3845]
User 5843: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 1444: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 192: [3882, 0, 1, 2, 3, 4, 3838, 3840, 3842, 3843]
User 3747: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 602: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 769: [3882, 1, 3, 4, 6, 7, 10, 12, 13, 14]
User 2895: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 10]
User 201: [3882, 1, 3, 5, 6, 7, 8, 10, 11, 12]
User 3057: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2314: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 3843]
User 4284: [3882, 3, 5, 7, 8, 9, 12, 13, 14, 15]
User 5448: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2011: [3882, 3842, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3833]
User 5646: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 4945: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 619: [3882, 1, 3, 4, 5, 6, 7, 8, 9, 10]
User 2537: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4759: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1034: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 290: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4652: [3882, 1, 2, 3841, 3842, 3843, 3844, 3846, 3847, 3848]
User 5045: [3882, 2, 3, 4, 5, 6, 7, 8, 11, 12]
User 2872: [3882, 0, 1, 2, 3, 4, 5, 7, 8, 9]
User 5111: [3882, 0, 2, 3, 4, 5, 6, 7, 8, 9]
User 5781: [3882, 2, 3, 4, 5, 6, 7, 8, 9, 10]
User 2926: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4561: [3882, 1, 2, 4, 5, 6, 7, 8, 9, 11]
User 5340: [3882, 0, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 3668: [3882, 1, 3, 4, 6, 7, 11, 12, 13, 14]
User 2955: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2480: [3882, 0, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848]
User 4264: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 1616: [3882, 0, 1, 2, 3, 3840, 3841, 3842, 3843, 3844]
User 4281: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4485: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 1490: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 1607: [3882, 0, 1, 2, 3, 3843, 3844, 3845, 3846, 3847]
User 4551: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5321: [3882, 2, 3, 4, 5, 6, 7, 8, 9, 10]
User 5162: [3882, 1, 3, 4, 5, 6, 7, 8, 9, 3843]
User 2949: [3882, 1, 2, 3, 4, 5, 7, 8, 9, 10]
User 5430: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 743: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5503: [3882, 0, 2, 3, 4, 5, 6, 7, 8, 10]
User 173: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1744: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5745: [3882, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 4249: [3882, 0, 1, 2, 3, 4, 7, 3843, 3844, 3845]
User 5786: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1305: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4312: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 955: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 4379: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 3843]
User 5186: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5181: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5305: [3882, 1, 3, 4, 3843, 3844, 3845, 3846, 3847, 3848]
User 1076: [3882, 1, 2, 3, 4, 6, 7, 8, 9, 10]
User 4455: [3882, 2, 3, 4, 5, 6, 7, 3843, 3844, 3845]
